[Actions]
SessionID,Round,NumRegions,Step,Action,TimeTaken(s)
FLT,3,26,114,"Colored Region 21 with Color 3",4.8
FLT,3,26,115,"Colored Region 15 with Color 4",3.2
FLT,3,26,116,"Colored Region 5 with Color 2",7.5
FLT,3,26,117,"Colored Region 6 with Color 1",3.9
FLT,4,28,118,"Game Started (28 regions)",0.0
FLT,4,28,119,"Colored Region 25 with Color 1",1.9
FLT,4,28,120,"Colored Region 11 with Color 2",1.5
FLT,4,28,121,"Colored Region 21 with Color 3",1.4
FLT,4,28,122,"Colored Region 6 with Color 4",1.5
FLT,4,28,123,"Colored Region 20 with Color 1",2.4
FLT,4,28,124,"Colored Region 26 with Color 3",2.6
FLT,4,28,125,"Colored Region 7 with Color 4",2.0
FLT,4,28,126,"Colored Region 19 with Color 3",6.1
FLT,4,28,127,"Colored Region 27 with Color 1",1.9
FLT,4,28,128,"Colored Region 8 with Color 2",2.4
FLT,4,28,129,"Colored Region 11 with Eraser",3.8
FLT,4,28,130,"Colored Region 11 with Color 4",1.7
FLT,4,28,131,"Colored Region 24 with Color 2",1.9
FLT,4,28,132,"Colored Region 13 with Color 2",2.2
FLT,4,28,133,"Colored Region 3 with Color 4",4.3
FLT,4,28,134,"Colored Region 12 with Color 3",1.5
FLT,4,28,135,"Colored Region 17 with Color 1",3.8
FLT,4,28,136,"Colored Region 2 with Color 3",2.3
FLT,4,28,137,"Colored Region 10 with Color 4",3.4
FLT,4,28,138,"Colored Region 28 with Color 2",1.8
FLT,4,28,139,"Colored Region 4 with Color 3",5.7
FLT,4,28,140,"Colored Region 23 with Color 1",4.4
FLT,4,28,141,"Colored Region 22 with Color 4",9.3
FLT,4,28,142,"Colored Region 10 with Eraser",3.9
FLT,4,28,143,"Colored Region 9 with Color 2",5.1
FLT,4,28,144,"Colored Region 13 with Eraser",2.2
FLT,4,28,145,"Colored Region 13 with Color 4",3.8
FLT,4,28,146,"Colored Region 1 with Color 1",5.5
FLT,4,28,147,"Colored Region 10 with Color 3",1.6
FLT,4,28,148,"Colored Region 4 with Eraser",2.7
FLT,4,28,149,"Colored Region 4 with Color 2",3.5
FLT,4,28,150,"Colored Region 15 with Color 4",3.9
FLT,4,28,151,"Colored Region 16 with Color 2",3.8
FLT,4,28,152,"Colored Region 14 with Color 4",10.5
FLT,4,28,153,"Colored Region 13 with Eraser",4.3
FLT,4,28,154,"Colored Region 16 with Eraser",7.9
FLT,4,28,155,"Colored Region 22 with Eraser",1.3
FLT,4,28,156,"Colored Region 16 with Color 4",5.0
FLT,4,28,157,"Colored Region 13 with Color 2",1.9
FLT,4,28,158,"Colored Region 9 with Eraser",5.2
FLT,4,28,159,"Colored Region 15 with Eraser",3.5
FLT,4,28,160,"Colored Region 15 with Color 2",1.6
FLT,4,28,161,"Colored Region 9 with Color 4",1.8
FLT,4,28,162,"Colored Region 9 with Eraser",7.3
FLT,4,28,163,"Colored Region 6 with Eraser",13.7
FLT,4,28,164,"Colored Region 20 with Eraser",1.2
FLT,4,28,165,"Colored Region 9 with Color 3",16.0
FLT,4,28,166,"Colored Region 20 with Color 1",3.9
FLT,4,28,167,"Colored Region 6 with Color 2",5.3
FLT,4,28,168,"Colored Region 18 with Color 1",436.0
FLT,4,28,169,"Colored Region 22 with Color 1",0.7
FLT,4,28,170,"Colored Region 22 with Eraser",4.1
FLT,4,28,171,"Colored Region 22 with Color 3",3.7
FLT,4,28,172,"Colored Region 3 with Color 3",5.4
FLT,4,28,173,"Colored Region 3 with Eraser",1.2
FLT,4,28,174,"Colored Region 12 with Eraser",2.1
FLT,4,28,175,"Colored Region 5 with Color 3",17.3
FLT,4,28,176,"Colored Region 3 with Color 4",3.0
FLT,4,28,177,"Colored Region 14 with Eraser",4.8
FLT,4,28,178,"Colored Region 27 with Eraser",7.0
FLT,4,28,179,"Colored Region 7 with Eraser",0.5
FLT,4,28,180,"Colored Region 27 with Color 4",6.0
FLT,4,28,181,"Colored Region 7 with Color 3",14.0
FLT,4,28,182,"Colored Region 19 with Eraser",2.3
FLT,4,28,183,"Colored Region 11 with Eraser",2.5
FLT,4,28,184,"Colored Region 24 with Eraser",7.1
FLT,4,28,185,"Colored Region 24 with Color 4",5.7
FLT,4,28,186,"Colored Region 11 with Color 2",3.8
FLT,4,28,187,"Colored Region 25 with Color 2",7.0
FLT,4,28,188,"Colored Region 25 with Eraser",2.0
FLT,4,28,189,"Colored Region 25 with Color 3",4.2
FLT,4,28,190,"Colored Region 19 with Color 1",1.3
FLT,4,28,191,"Colored Region 14 with Color 1",11.2
FLT,4,28,192,"Colored Region 17 with Eraser",2.3
FLT,4,28,193,"Colored Region 17 with Color 4",2.8
FLT,4,28,194,"Colored Region 12 with Color 1",2.5
FLT,4,28,195,"Colored Region 12 with Eraser",1.9
FLT,4,28,196,"Colored Region 8 with Eraser",5.6
FLT,4,28,197,"Colored Region 8 with Color 3",1.9
FLT,4,28,198,"Colored Region 12 with Color 2",1.5
FLT,5,31,199,"Game Started (31 regions)",0.0
FLT,5,31,200,"Colored Region 20 with Color 1",1.9
FLT,5,31,201,"Colored Region 15 with Color 2",1.8
FLT,5,31,202,"Colored Region 21 with Color 3",1.6
FLT,5,31,203,"Colored Region 11 with Color 1",1.4
FLT,5,31,204,"Colored Region 26 with Color 4",1.8
FLT,5,31,205,"Colored Region 31 with Color 2",1.9
FLT,5,31,206,"Colored Region 3 with Color 3",1.9
FLT,5,31,207,"Colored Region 12 with Color 1",2.1
FLT,5,31,208,"Colored Region 5 with Color 2",2.7
FLT,5,31,209,"Colored Region 13 with Color 1",1.6
FLT,5,31,210,"Colored Region 27 with Color 3",1.4
FLT,5,31,211,"Colored Region 22 with Color 4",1.9
FLT,5,31,212,"Colored Region 16 with Color 3",4.5
FLT,5,31,213,"Colored Region 8 with Color 4",2.8
FLT,5,31,214,"Colored Region 23 with Color 1",1.9
FLT,5,31,215,"Colored Region 4 with Color 2",2.5
FLT,5,31,216,"Colored Region 1 with Color 3",1.5
FLT,5,31,217,"Colored Region 18 with Color 4",1.3
FLT,5,31,218,"Colored Region 19 with Color 1",1.7
FLT,5,31,219,"Colored Region 9 with Color 1",1.8
FLT,5,31,220,"Colored Region 29 with Color 3",1.2
FLT,5,31,221,"Colored Region 29 with Eraser",1.6
FLT,5,31,222,"Colored Region 29 with Color 4",1.3
FLT,5,31,223,"Colored Region 17 with Color 4",1.1
FLT,5,31,224,"Colored Region 7 with Color 1",2.2
FLT,5,31,225,"Colored Region 7 with Eraser",1.7
FLT,5,31,226,"Colored Region 25 with Color 1",2.4
FLT,5,31,227,"Colored Region 14 with Color 3",2.8
FLT,5,31,228,"Colored Region 28 with Color 2",1.7
FLT,5,31,229,"Colored Region 7 with Color 4",2.5
FLT,5,31,230,"Colored Region 2 with Color 2",3.6
FLT,5,31,231,"Colored Region 30 with Color 3",1.9
FLT,5,31,232,"Colored Region 6 with Color 1",2.0
FLT,5,31,233,"Colored Region 12 with Eraser",3.2
FLT,5,31,234,"Colored Region 7 with Eraser",1.4
FLT,5,31,235,"Colored Region 22 with Eraser",11.6
FLT,5,31,236,"Colored Region 12 with Color 4",6.8
FLT,5,31,237,"Colored Region 5 with Color 4",4.5
FLT,5,31,238,"Colored Region 5 with Eraser",1.8
FLT,5,31,239,"Colored Region 5 with Color 2",4.4
FLT,5,31,240,"Colored Region 18 with Color 2",12.0
FLT,5,31,241,"Colored Region 18 with Eraser",1.5
FLT,5,31,242,"Colored Region 30 with Eraser",0.9
FLT,5,31,243,"Colored Region 18 with Color 3",2.4
FLT,5,31,244,"Colored Region 1 with Eraser",2.5
FLT,5,31,245,"Colored Region 29 with Eraser",6.8
FLT,5,31,246,"Colored Region 9 with Eraser",1.9
FLT,5,31,247,"Colored Region 10 with Color 2",3.6
FLT,5,31,248,"Colored Region 7 with Color 3",4.7
FLT,5,31,249,"Colored Region 30 with Color 4",3.3
FLT,5,31,250,"Colored Region 22 with Color 3",11.4
FLT,5,31,251,"Colored Region 1 with Color 4",4.4
FLT,5,31,252,"Colored Region 29 with Color 2",3.6
FLT,5,31,253,"Colored Region 9 with Color 1",3.4
FLT,5,31,254,"Colored Region 24 with Color 3",2.9
FLT,6,34,255,"Game Started (34 regions)",0.0
FLT,6,34,256,"Colored Region 6 with Color 1",2.0
FLT,6,34,257,"Colored Region 33 with Color 4",1.3
FLT,6,34,258,"Colored Region 1 with Color 3",1.3
FLT,6,34,259,"Colored Region 12 with Color 3",1.7
FLT,6,34,260,"Colored Region 4 with Color 3",1.7
FLT,6,34,261,"Colored Region 15 with Color 3",0.7
FLT,6,34,262,"Colored Region 27 with Color 2",1.8
FLT,6,34,263,"Colored Region 31 with Color 2",2.2
FLT,6,34,264,"Colored Region 31 with Eraser",1.8
FLT,6,34,265,"Colored Region 25 with Color 3",2.7
FLT,6,34,266,"Colored Region 9 with Color 1",1.2
FLT,6,34,267,"Colored Region 9 with Eraser",1.7
FLT,6,34,268,"Colored Region 9 with Color 3",9.4
FLT,6,34,269,"Colored Region 31 with Color 1",1.9
FLT,6,34,270,"Colored Region 14 with Color 4",1.8
FLT,6,34,271,"Colored Region 21 with Color 2",1.8
FLT,6,34,272,"Colored Region 10 with Color 3",1.5
FLT,6,34,273,"Colored Region 13 with Color 4",1.9
FLT,6,34,274,"Colored Region 2 with Color 1",1.6
FLT,6,34,275,"Colored Region 17 with Color 1",2.1
FLT,6,34,276,"Colored Region 17 with Eraser",2.2
FLT,6,34,277,"Colored Region 11 with Color 3",2.5
FLT,6,34,278,"Colored Region 7 with Color 4",3.4
FLT,6,34,279,"Colored Region 8 with Color 1",2.0
FLT,6,34,280,"Colored Region 26 with Color 4",2.0
FLT,6,34,281,"Colored Region 5 with Color 2",1.2
FLT,6,34,282,"Colored Region 17 with Color 2",1.6
FLT,6,34,283,"Colored Region 18 with Color 2",1.5
FLT,6,34,284,"Colored Region 18 with Eraser",2.3
FLT,6,34,285,"Colored Region 7 with Eraser",4.4
FLT,6,34,286,"Colored Region 17 with Eraser",2.1
FLT,6,34,287,"Colored Region 13 with Eraser",3.8
FLT,6,34,288,"Colored Region 13 with Color 1",2.3
FLT,6,34,289,"Colored Region 2 with Eraser",2.0
FLT,6,34,290,"Colored Region 2 with Color 4",1.7
FLT,6,34,291,"Colored Region 18 with Color 1",4.1
FLT,6,34,292,"Colored Region 20 with Color 4",3.3
FLT,6,34,293,"Colored Region 17 with Color 2",2.5
FLT,6,34,294,"Colored Region 7 with Color 4",3.5
FLT,6,34,295,"Colored Region 32 with Color 1",2.7
FLT,6,34,296,"Colored Region 24 with Color 1",2.9
FLT,6,34,297,"Colored Region 34 with Color 3",2.2
FLT,6,34,298,"Colored Region 11 with Eraser",2.3
FLT,6,34,299,"Colored Region 11 with Color 2",1.1
FLT,6,34,300,"Colored Region 22 with Color 4",2.9
FLT,6,34,301,"Colored Region 16 with Color 1",1.8
FLT,6,34,302,"Colored Region 19 with Color 2",3.3
FLT,6,34,303,"Colored Region 29 with Color 3",3.1
FLT,6,34,304,"Colored Region 23 with Color 4",3.1
FLT,6,34,305,"Colored Region 28 with Color 1",2.7
FLT,6,34,306,"Colored Region 3 with Color 2",2.2
FLT,6,34,307,"Colored Region 30 with Color 4",5.8
FLT,7,37,308,"Game Started (37 regions)",0.0
FLT,7,37,309,"Colored Region 30 with Color 1",20.4
FLT,7,37,310,"Colored Region 11 with Color 3",1.6
FLT,7,37,311,"Colored Region 6 with Color 2",2.0
FLT,7,37,312,"Colored Region 14 with Color 4",1.3
FLT,7,37,313,"Colored Region 15 with Color 1",1.7
FLT,7,37,314,"Colored Region 32 with Color 2",1.5
FLT,7,37,315,"Colored Region 18 with Color 3",2.7
FLT,7,37,316,"Colored Region 10 with Color 4",2.4
FLT,7,37,317,"Colored Region 35 with Color 2",4.9
FLT,7,37,318,"Colored Region 7 with Color 1",1.7
FLT,7,37,319,"Colored Region 23 with Color 3",8.2
FLT,7,37,320,"Colored Region 31 with Color 2",3.2
FLT,7,37,321,"Colored Region 16 with Color 1",2.7
FLT,7,37,322,"Colored Region 20 with Color 4",3.2
FLT,7,37,323,"Colored Region 10 with Eraser",2.4
FLT,7,37,324,"Colored Region 21 with Color 1",3.6
FLT,7,37,325,"Colored Region 15 with Eraser",3.4
FLT,7,37,326,"Colored Region 18 with Eraser",7.0
FLT,7,37,327,"Colored Region 28 with Color 2",6.7
FLT,7,37,328,"Colored Region 25 with Color 3",2.2
FLT,7,37,329,"Colored Region 29 with Color 4",1.8
FLT,7,37,330,"Colored Region 22 with Color 1",3.0
FLT,7,37,331,"Colored Region 3 with Color 2",4.4
FLT,7,37,332,"Colored Region 34 with Color 4",2.0
FLT,7,37,333,"Colored Region 5 with Color 3",2.2
FLT,7,37,334,"Colored Region 33 with Color 1",1.7
FLT,7,37,335,"Colored Region 33 with Eraser",2.6
FLT,7,37,336,"Colored Region 14 with Eraser",2.5
FLT,7,37,337,"Colored Region 14 with Color 3",1.6
FLT,7,37,338,"Colored Region 33 with Color 4",3.3
FLT,7,37,339,"Colored Region 15 with Color 1",2.4
FLT,7,37,340,"Colored Region 21 with Eraser",2.1
FLT,7,37,341,"Colored Region 20 with Eraser",0.5
FLT,7,37,342,"Colored Region 32 with Eraser",7.2
FLT,7,37,343,"Colored Region 32 with Color 3",2.3
FLT,7,37,344,"Colored Region 20 with Color 2",4.2
FLT,7,37,345,"Colored Region 18 with Color 4",2.6
FLT,7,37,346,"Colored Region 21 with Color 4",5.8
FLT,7,37,347,"Colored Region 7 with Eraser",4.8
FLT,7,37,348,"Colored Region 23 with Eraser",0.6
FLT,7,37,349,"Colored Region 10 with Color 1",2.8
FLT,7,37,350,"Colored Region 16 with Eraser",1.8
FLT,7,37,351,"Colored Region 7 with Color 3",3.8
FLT,7,37,352,"Colored Region 31 with Eraser",12.6
FLT,7,37,353,"Colored Region 25 with Eraser",2.2
FLT,7,37,354,"Colored Region 33 with Eraser",1.0
FLT,7,37,355,"Colored Region 29 with Eraser",1.5
FLT,7,37,356,"Colored Region 23 with Color 4",1.6
FLT,7,37,357,"Colored Region 31 with Color 2",3.2
FLT,7,37,358,"Colored Region 10 with Eraser",9.8
FLT,7,37,359,"Colored Region 10 with Color 3",3.1
FLT,7,37,360,"Colored Region 7 with Eraser",2.0
FLT,7,37,361,"Colored Region 7 with Color 1",2.1
FLT,7,37,362,"Colored Region 16 with Color 1",0.8
FLT,7,37,363,"Colored Region 25 with Color 3",4.0
FLT,7,37,364,"Colored Region 33 with Color 1",2.6
FLT,7,37,365,"Colored Region 33 with Eraser",2.1
FLT,7,37,366,"Colored Region 33 with Color 4",0.9
FLT,7,37,367,"Colored Region 1 with Color 3",7.8
FLT,7,37,368,"Colored Region 36 with Color 4",3.2
FLT,7,37,369,"Colored Region 29 with Color 1",2.8
FLT,7,37,370,"Colored Region 26 with Color 4",2.5
FLT,7,37,371,"Colored Region 27 with Color 1",3.7
FLT,7,37,372,"Colored Region 13 with Color 4",3.2
FLT,7,37,373,"Colored Region 4 with Color 1",4.3
FLT,7,37,374,"Colored Region 4 with Eraser",2.1
FLT,7,37,375,"Colored Region 17 with Color 1",2.3
FLT,7,37,376,"Colored Region 4 with Color 3",1.5
FLT,7,37,377,"Colored Region 9 with Color 1",2.9
FLT,7,37,378,"Colored Region 9 with Eraser",4.1
FLT,7,37,379,"Colored Region 4 with Eraser",6.1
FLT,7,37,380,"Colored Region 4 with Color 4",1.6
FLT,7,37,381,"Colored Region 33 with Eraser",15.8
FLT,7,37,382,"Colored Region 33 with Color 2",4.4
FLT,7,37,383,"Colored Region 25 with Color 2",6.9
FLT,7,37,384,"Colored Region 25 with Eraser",2.5
FLT,7,37,385,"Colored Region 29 with Eraser",3.9
FLT,7,37,386,"Colored Region 29 with Color 3",1.4
FLT,7,37,387,"Colored Region 1 with Eraser",3.6
FLT,7,37,388,"Colored Region 1 with Color 2",1.8
FLT,7,37,389,"Colored Region 1 with Eraser",7.2
FLT,7,37,390,"Colored Region 29 with Eraser",5.9
FLT,7,37,391,"Colored Region 1 with Color 3",1.7
FLT,7,37,392,"Colored Region 29 with Color 1",4.9
FLT,7,37,393,"Colored Region 9 with Color 3",5.5
FLT,7,37,394,"Colored Region 25 with Color 4",2.9
FLT,7,37,395,"Colored Region 8 with Color 2",5.4
FLT,7,37,396,"Colored Region 37 with Color 2",4.1
FLT,7,37,397,"Colored Region 8 with Eraser",2.1
FLT,7,37,398,"Colored Region 8 with Color 3",2.2
FLT,7,37,399,"Colored Region 12 with Color 4",3.5
FLT,7,37,400,"Colored Region 12 with Eraser",2.1
FLT,7,37,401,"Colored Region 12 with Color 3",3.6
FLT,7,37,402,"Colored Region 2 with Color 2",2.9
FLT,7,37,403,"Colored Region 19 with Color 4",2.1
FLT,7,37,404,"Colored Region 24 with Color 4",1.3
FLT,8,39,405,"Game Started (39 regions)",0.0
FLT,8,39,406,"Colored Region 20 with Color 1",1.8
FLT,8,39,407,"Colored Region 24 with Color 2",1.1
FLT,8,39,408,"Colored Region 25 with Color 3",1.5
FLT,8,39,409,"Colored Region 14 with Color 1",1.7
FLT,8,39,410,"Colored Region 27 with Color 3",1.7
FLT,8,39,411,"Colored Region 34 with Color 4",1.5
FLT,8,39,412,"Colored Region 33 with Color 2",1.5
FLT,8,39,413,"Colored Region 35 with Color 3",2.8
FLT,8,39,414,"Colored Region 28 with Color 1",2.2
FLT,8,39,415,"Colored Region 2 with Color 3",4.3
FLT,8,39,416,"Colored Region 3 with Color 2",1.8
FLT,8,39,417,"Colored Region 17 with Color 4",1.5
FLT,8,39,418,"Colored Region 39 with Color 1",3.4
FLT,8,39,419,"Colored Region 18 with Color 1",1.9
FLT,8,39,420,"Colored Region 18 with Eraser",1.7
FLT,8,39,421,"Colored Region 18 with Color 4",1.1
FLT,8,39,422,"Colored Region 8 with Color 1",5.1
FLT,8,39,423,"Colored Region 4 with Color 2",4.3
FLT,8,39,424,"Colored Region 12 with Color 1",2.2
FLT,8,39,425,"Colored Region 32 with Color 3",2.2
FLT,8,39,426,"Colored Region 15 with Color 1",4.0
FLT,8,39,427,"Colored Region 29 with Color 4",2.0
FLT,8,39,428,"Colored Region 38 with Color 3",2.0
FLT,8,39,429,"Colored Region 23 with Color 2",1.6
FLT,8,39,430,"Colored Region 9 with Color 1",2.1
FLT,8,39,431,"Colored Region 26 with Color 2",4.2
FLT,8,39,432,"Colored Region 1 with Color 4",2.0
FLT,8,39,433,"Colored Region 13 with Color 2",2.7
FLT,8,39,434,"Colored Region 36 with Color 3",2.5
FLT,8,39,435,"Colored Region 21 with Color 1",2.3
FLT,8,39,436,"Colored Region 5 with Color 3",2.2
FLT,8,39,437,"Colored Region 37 with Color 4",1.6
FLT,8,39,438,"Colored Region 19 with Color 1",2.5
FLT,8,39,439,"Colored Region 22 with Color 4",3.7
FLT,8,39,440,"Colored Region 6 with Color 1",2.6
FLT,8,39,441,"Colored Region 31 with Color 3",1.3
FLT,8,39,442,"Colored Region 10 with Color 2",2.1
FLT,8,39,443,"Colored Region 16 with Color 4",3.0
FLT,8,39,444,"Colored Region 7 with Color 1",2.8
FLT,8,39,445,"Colored Region 7 with Color 3",1.9
FLT,8,39,446,"Colored Region 7 with Eraser",3.2
FLT,8,39,447,"Colored Region 7 with Color 1",2.3
FLT,8,39,448,"Colored Region 30 with Color 3",1.6
FLT,8,39,449,"Colored Region 11 with Color 3",1.9
FLT,8,39,450,"Colored Region 11 with Eraser",2.5
FLT,8,39,451,"Colored Region 11 with Color 2",2.6
FLT,9,42,452,"Game Started (42 regions)",0.0
FLT,9,42,453,"Colored Region 40 with Color 1",2.2
FLT,9,42,454,"Colored Region 42 with Color 4",1.6
FLT,9,42,455,"Colored Region 11 with Color 3",1.3
FLT,9,42,456,"Colored Region 22 with Color 2",1.3
FLT,9,42,457,"Colored Region 31 with Color 1",1.9
FLT,9,42,458,"Colored Region 34 with Color 4",4.1
FLT,9,42,459,"Colored Region 21 with Color 2",1.6
FLT,9,42,460,"Colored Region 8 with Color 1",1.5
FLT,9,42,461,"Colored Region 17 with Color 3",1.5
FLT,9,42,462,"Colored Region 2 with Color 4",1.5
FLT,9,42,463,"Colored Region 12 with Color 2",1.7
FLT,9,42,464,"Colored Region 13 with Color 3",1.8
FLT,9,42,465,"Colored Region 24 with Color 1",1.9
FLT,9,42,466,"Colored Region 2 with Color 1",4.3
FLT,9,42,467,"Colored Region 2 with Eraser",1.4
FLT,9,42,468,"Colored Region 2 with Color 1",1.6
FLT,9,42,469,"Colored Region 24 with Eraser",2.1
FLT,9,42,470,"Colored Region 19 with Color 3",1.7
FLT,9,42,471,"Colored Region 19 with Eraser",1.5
FLT,9,42,472,"Colored Region 19 with Color 4",1.4
FLT,9,42,473,"Colored Region 5 with Color 1",5.8
FLT,9,42,474,"Colored Region 39 with Color 3",1.5
FLT,9,42,475,"Colored Region 3 with Color 4",3.4
FLT,9,42,476,"Colored Region 37 with Color 3",4.3
FLT,9,42,477,"Colored Region 24 with Color 2",1.5
FLT,9,42,478,"Colored Region 27 with Color 4",2.9
FLT,9,42,479,"Colored Region 6 with Color 1",1.6
